row,lat,lon,!75f19024_mesaured_rssi,!75f19024_predicted_rssi,!75f19024_path_loss_rssi,!75f19024_los_obstructed,!75f19024_fresnel_60_obstructed,!75f19024_first_fresnel_obstructed,!7369fb6a_mesaured_rssi,!7369fb6a_predicted_rssi,!7369fb6a_path_loss_rssi,!7369fb6a_los_obstructed,!7369fb6a_fresnel_60_obstructed,!7369fb6a_first_fresnel_obstructed
119,45.75591,13.8345245,-102.0,-109.56,-93.97,False,False,True,-98.0,-107.01,-91.37,False,False,False
120,45.7558156,13.8384931,-78.0,-156.44,-94.11000000000001,True,True,True,-115.0,-149.37,-91.49000000000001,True,True,True
121,45.7559255,13.8410208,-79.0,-109.78,-94.19,False,True,True,-119.0,-107.19000000000001,-91.56,False,True,True
122,45.7555446,13.8432331,-79.0,-139.65,-94.28,True,True,True,-118.0,-151.55,-91.65,True,True,True
123,45.7552335,13.8431158,-79.0,-139.18,-94.30000000000001,True,True,True,-113.0,-124.12,-91.66,True,True,True
124,45.755262,13.843111,-79.0,-139.18,-94.30000000000001,True,True,True,-114.0,-124.0,-91.66,True,True,True
125,45.7551698,13.8430103,-120.0,-144.95000000000002,-94.30000000000001,True,True,True,-120.0,-124.01,-91.66,True,True,True
126,45.7537498,13.8417996,,,,,,,-119.0,-146.96,-91.70000000000002,True,True,True
127,45.7528771,13.8419825,-121.0,-153.83,-94.39000000000001,True,True,True,-118.0,-145.68,-91.75,True,True,True
128,45.7523111,13.8417256,-79.0,-148.3,-94.42000000000002,True,True,True,-115.0,-137.26000000000002,-91.78,True,True,True
129,45.7541278,13.8419845,-78.0,-160.15,-94.32,True,True,True,-121.0,-152.44,-91.69,True,True,True
130,45.7551936,13.8431545,,,,,,,-123.0,-107.29,-91.67000000000002,False,True,True
131,45.7551941,13.8431403,-120.0,-139.45000000000002,-94.30000000000001,True,True,True,-119.0,-107.28,-91.67000000000002,False,True,True
132,45.7553025,13.843201,-78.0,-109.88000000000001,-94.30000000000001,False,True,True,-116.0,-107.27000000000001,-91.66,False,True,True
133,45.7554175,13.8464721,,,,,,,-125.0,-139.82,-91.75,True,True,True
134,45.7555211,13.8566435,-118.0,-169.74,-94.74000000000001,True,True,True,-120.0,-163.35,-92.06,True,True,True
135,45.7557346,13.8559188,-121.0,-166.84,-94.71000000000001,True,True,True,-119.0,-160.29,-92.02000000000001,True,True,True
136,45.756105,13.8555695,,,,,,,-124.0,-174.71,-92.0,True,True,True
137,45.7559556,13.8556696,-78.0,-182.36,-94.69,True,True,True,-128.0,-175.88,-92.00999999999999,True,True,True
138,45.7558898,13.855664,,,,,,,-125.0,-170.48000000000002,-92.00999999999999,True,True,True
139,45.7560151,13.8547808,,,,,,,-124.0,-162.89000000000001,-91.98000000000002,True,True,True
140,45.7565228,13.855478,-123.0,-158.26000000000002,-94.65,True,True,True,-83.0,-151.38,-91.97,True,True,True
141,45.7564991,13.8553525,,,,,,,-123.0,-151.29,-91.97,True,True,True
142,45.7567996,13.8552773,-80.0,-129.21,-94.63,True,True,True,-120.0,-107.59,-91.95000000000002,False,True,True
143,45.7569626,13.8554495,-77.0,-110.24000000000001,-94.63,False,False,True,-121.0,-107.58000000000001,-91.95000000000002,False,True,True
144,45.756968,13.8555943,-79.0,-110.23,-94.63,False,False,True,-125.0,-107.58000000000001,-91.96000000000001,False,False,False
145,45.756253,13.8580846,,,,,,,-119.0,-157.46,-92.07,True,True,True
146,45.755463,13.8590266,-120.0,-164.62,-94.83000000000001,True,True,True,-122.0,-157.57,-92.13,True,True,True
147,45.7547775,13.8586601,,,,,,,-118.0,-163.42000000000002,-92.15,True,True,True
148,45.754054,13.8595791,,,,,,,-119.0,-161.09,-92.21000000000001,True,True,True
149,45.753793,13.8596285,,,,,,,-122.0,-159.53,-92.23000000000002,True,True,True
150,45.7524701,13.8590938,,,,,,,-118.0,-155.72,-92.27000000000001,True,True,True
151,45.750323,13.8610485,,,,,,,-118.0,-145.73000000000002,-92.43,True,True,True
152,45.7503076,13.8610071,-79.0,-154.82,-95.15,True,True,True,-123.0,-145.16,-92.43,True,True,True
153,45.7502398,13.8611065,,,,,,,-123.0,-145.76000000000002,-92.44,True,True,True
154,45.7492646,13.8623671,,,,,,,-118.0,-144.84,-92.52000000000001,True,True,True
155,45.7471388,13.8646555,-124.0,-149.94,-95.42000000000002,True,True,True,-123.0,-139.22,-92.68,True,True,True
156,45.7406451,13.8651183,-79.0,-150.61,-95.74000000000001,True,True,True,-128.0,-141.18,-92.98000000000002,True,True,True
157,45.7388018,13.8663213,-78.0,-135.53,-95.86000000000001,True,True,True,-115.0,-108.65,-93.09,False,True,True
158,45.7294201,13.867476,,,,,,,-118.0,-130.22,-93.53,True,True,True
159,45.7274391,13.8688336,,,,,,,-123.0,-132.46,-93.64000000000001,True,True,True
160,45.7266203,13.867324,-80.0,-136.65,-96.45000000000002,True,True,True,-118.0,-122.57000000000001,-93.64000000000001,True,True,True
161,45.7252683,13.867267,-119.0,-131.12,-96.52000000000001,True,True,True,-120.0,-109.26,-93.70000000000002,False,True,True
162,45.7225001,13.8673796,-125.0,-159.95000000000002,-96.64000000000001,True,True,True,-115.0,-151.85,-93.82,True,True,True
163,45.7124498,13.875273,-116.0,-112.83000000000001,-97.27000000000001,False,True,True,-116.0,-109.96000000000001,-94.4,False,True,True
164,45.7124521,13.8752836,-116.0,-112.83000000000001,-97.27000000000001,False,True,True,-114.0,-109.96000000000001,-94.4,False,True,True
165,45.7124586,13.875284,-124.0,-112.83000000000001,-97.27000000000001,False,True,True,-127.0,-109.96000000000001,-94.4,False,True,True
166,45.7125126,13.8752971,-111.0,-112.83000000000001,-97.25999999999999,False,True,True,-112.0,-109.95,-94.4,False,True,True
167,45.712201,13.875273,-114.0,-112.83000000000001,-97.28,False,True,True,-112.0,-109.96000000000001,-94.41,False,True,True
168,45.7109156,13.8762138,-79.0,-112.91000000000001,-97.35,False,True,True,-108.0,-110.04,-94.48000000000002,False,True,True
169,45.7101661,13.8760728,-79.0,-129.86,-97.38,True,True,True,-119.0,-110.06,-94.5,False,True,True
170,45.7087096,13.8723936,,,,,,,-125.0,-174.86,-94.49000000000001,True,True,True
171,45.7021255,13.8762208,,,,,,,-125.0,-159.8,-94.82,True,True,True
172,45.701066,13.8766405,-115.0,-166.26000000000002,-97.77000000000001,True,True,True,-123.0,-157.3,-94.87,True,True,True
173,45.6996006,13.8799546,,,,,,,-127.0,-152.81,-94.99000000000001,True,True,True
174,45.6992178,13.8811945,-119.0,-156.62,-97.94,True,True,True,-121.0,-148.17000000000002,-95.02000000000001,True,True,True
175,45.698998,13.8832476,,,,,,,-121.0,-167.73000000000002,-95.07,True,True,True
176,45.6997316,13.884075,,,,,,,-124.0,-167.32,-95.06,True,True,True
177,45.7007751,13.883719,,,,,,,-125.0,-160.86,-95.00999999999999,True,True,True
178,45.7002266,13.882958,-118.0,-179.11,-97.93,True,True,True,-128.0,-172.8,-95.02000000000001,True,True,True
179,45.7002775,13.8831008,-119.0,-179.01000000000002,-97.93,True,True,True,-118.0,-172.78,-95.02000000000001,True,True,True
180,45.7009073,13.8839135,,,,,,,-122.0,-168.46,-95.00999999999999,True,True,True
181,45.7008596,13.8844061,,,,,,,-124.0,-172.21,-95.02000000000001,True,True,True
182,45.7000428,13.884274,,,,,,,-120.0,-168.43,-95.05000000000001,True,True,True
183,45.6998831,13.884114,-125.0,-171.62,-97.97,True,True,True,-120.0,-164.9,-95.05000000000001,True,True,True
184,45.69885,13.882993,,,,,,,-116.0,-166.92000000000002,-95.07,True,True,True
185,45.6991208,13.8817961,,,,,,,-124.0,-162.62,-95.03999999999999,True,True,True
186,45.7001381,13.8795066,-79.0,-163.12,-97.87,True,True,True,-117.0,-155.12,-94.96000000000001,True,True,True
187,45.700819,13.8779365,,,,,,,-119.0,-156.29,-94.9,True,True,True
188,45.7014406,13.8766535,-119.0,-165.41,-97.75,True,True,True,-125.0,-156.85,-94.86000000000001,True,True,True
189,45.7024745,13.8762211,-119.0,-168.51000000000002,-97.70000000000002,True,True,True,-116.0,-161.09,-94.81,True,True,True
190,45.7033615,13.8754688,,,,,,,-120.0,-163.38,-94.75999999999999,True,True,True
